Number,Name,Deployment State,Incident State,Type,Phone1,Phone2,Fax,E-Mail,Address,Note,Project
1024000194,Idea 435 Palic,Functional,Operational,Shop,,,,Idea435mpalic@gmail.com,Horgoski put 71,,112
1024000195,Idea 356 SM Sombor 2,Functional,Operational,Shop,,,,idea356smsombor@gmail.com,Pariska 9,,112
1024000196,Idea 462 Kula 3,Functional,Operational,Shop,,,,idea462mkula3@gmail.com,Marsala Tita bb,,112
1024000197,Idea 436 Kula 4,Functional,Operational,Shop,,,,idea436mkula4@gmail.com,Bratstva Jedinstva bb,,112
1024000198,Idea 483 Centar Tehnike Kanjiza,Functional,Operational,Shop,,,,idea483ctknanjiza@gmail.com,Glavna Ulica 35,,112
1024000199,Idea 353 Centar Tehnike Sombor,Functional,Operational,Shop,,,,idea353ctsombor@gmail.com,Pariska 9,,112
1024000200,Idea 422 Centar Tehnike Sremska Mitrovica,Functional,Operational,Shop,,,,idea422ctsremskamitrovica@gmail.com,Timocke Divizije 1,,112
1024000201,Roda 459 SM Sremska Mitrovica 2,Functional,Operational,Shop,,,,roda459smsremskamitrovica2@gmail.com,Timocke Divizije 1,,112
1024000202,Idea 348 Centar Tehnike Kragujevac,Functional,Operational,Shop,,,,idea348ctkragujevac@gmail.com,Save Kovacevica 48A,,112
1024000203,Idea 454 SM Backa Palanka,Functional,Operational,Shop,,,,idea454smbackapalanka@gmail.com,Jugoslovenske Armije 78,,112
1024000204,Idea 430 SM Novo Naselje,Functional,Operational,Shop,,,,msprmnn@gmail.com,Jovana Ducica 9,,112
1024000205,Roda 416 MM Novi Sad Plus 2,Functional,Operational,Shop,,,,roda416mmnovisadplus2@gmail.com,Kanalska 11,,112
1024000206,Roda 451 MM Novi Sad,Functional,Operational,Shop,,,,roda451mnovisad@gmail.com,Temerinski Put 50,,112
1024000207,Idea 437 Kula 5,Functional,Operational,Shop,,,,Idea437kula5@gmail.com,Novaka Pejcica 59,,112
1024000208,Idea 443 Palma,Functional,Operational,Shop,,,,idea443mpalma@gmail.com,Novosadskog Sajma bb,,112
1024000209,Idea 444 Sajlovo,Functional,Operational,Shop,,,,idea444msajlovo@gmail.com,Janka Veselinovica 3,,112
1024000210,Idea 445 Sajmiste,Functional,Operational,Shop,,,,Idea445msajmiste@gmail.com,Futoska 37,,112
1024000211,Restoran Novi Sad MMNS,Functional,Operational,Shop,,,,restoranns2@gmail.com,Temerinska 50,,112
1024000212,Idea 456 SM Smederevo Centar,Functional,Operational,Shop,,,,idea456smsmederevo@gmail.com,Djusina 1,,112
1024000213,Idea 449 Centar Tehnike Backa Palanka,Functional,Operational,Shop,,,,idea449ctbackapalanka@gmail.com,Safarikova 48,,112
1024000214,914 Veleprodaja Sombor,Functional,Operational,Shop,,,,914veleprodajasombor@gmail.com,Filipa Kljajica bb,,112
1024000215,916 Veleprodaja Kikinda,Functional,Operational,Shop,,,,916veleprodajakikinda@gmail.com,Milosa Velikog 78,,112
1024000216,Roda 345 MM Nis,Functional,Operational,Shop,,,,roda345mmnis@gmail.com,Vizantijski Bulevar 1,,112
1024000217,Avenija Mode Nis,Functional,Operational,Shop,,,,avmnis@gmail.com,Vizantijski Bulevar 1,,112
1024000218,Beautique Nis,Functional,Operational,Shop,,,,mbeautni@gmail.com,Vizantijski Bulevar 1,,112
1024000219,Skladiste Novi Sad 2,Functional,Operational,Shop,,,,821skladistens2@gmail.com,Kanalska 15,,112
1024000220,Intersport Sabac,Functional,Operational,Shop,,,,intsabac@gmail.com,Jovana Cvijica 1A,,112
1024000221,Idea 365 SM Vrbas 2,Functional,Operational,Shop,,,,idea365smvrbas2@gmail.com,Narodnog Fronta 51,,112
1024000222,Skladiste potrosnog materijala Novi Sad,Functional,Operational,Shop,,,,701skladistepotrosnogmaterijala@gmail.com,Temerinski Put 50,,112
1024000223,Roda 820 LDC,Functional,Operational,Shop,,,,820rodaldc@gmail.com,Temerinski Put 50,,112
1024000224,Idea 433 SM Pancevo,Functional,Operational,Shop,,,,idea433smpancevo@gmail.com,Milosa Obrenovica 10,,112
1024000225,Roda 343 MM Cacak,Functional,Operational,Shop,,,,roda343mmcacak@gmail.com,Brace Spasic bb,,112
1024000226,Idea 458 SM Kanjiza,Functional,Operational,Shop,,,,idea458smkanjiza@gmail.com,Glavna Ulica 35,,112
1024000227,Idea 440 Mol,Functional,Operational,Shop,,,,idea440mol@gmail.com,Novaka Radonica 49,,112
1024000228,Idea 388 SM Loznica 2,Functional,Operational,Shop,,,,idea388smloznica2@gmail.com,Kneza Milosa 15,,112
1024000229,Intersport Nis,Functional,Operational,Shop,,,,intnis@gmail.com,Vizantijski Bulevar 1,,112
1024000230,Idea 457 SM Loznica,Functional,Operational,Shop,,,,idea457smloznica1@gmail.com,Trg Vuka Karadzica bb,,112
1024000231,Avenija Mode Beograd,Functional,Operational,Shop,,,,ambeograd@gmail.com,Bulevar Umetnosti 4,,112
1024000232,915 Veleprodaja Kula,Functional,Operational,Shop,,,,915veleprodajakula@gmail.com,Industrijska Zona bb,,112
1024000233,Idea 461 SM Kula,Functional,Operational,Shop,,,,Idea461smkula2@gmail.com,Trg Oslobodjenja 2,,112
1024000234,Idea 434 SM Pozega,Functional,Operational,Shop,,,,idea434pozega@gmail.com,Nikole Pasica 2,,112
1024000235,Idea 448 Senjak,Functional,Operational,Shop,,,,idea448smederevosenjak@gmail.com,XVI Oktobra 82,,112
1024000236,Idea 385 SM Smederevo Carina,Functional,Operational,Shop,,,,idea385smederevocarina@gmail.com,Proleterska bb,,112
1024000237,Roda 423 MM Kragujevac,Functional,Operational,Shop,,,,roda423mmkragujevac@gmail.com,Save Kovacevica 48A,,112
1024000238,Idea 431 SM Sremska Mitrovica 1,Functional,Operational,Shop,,,,idea431smmitrovica@gmail.com,Trg Svetog Stefana 32,,112
1024000239,Beautique Cacak,Functional,Operational,Shop,,,,cacakb@gmail.com,Brace Spasica bb,,112
1024000240,Idea 482 Centar Tehnike Indjija,Functional,Operational,Shop,,,,idea482ctindjija@gmail.com,Novosadska 12-16,,112
1024000241,Idea 414 SM Cacak,Functional,Operational,Shop,,,,idea414smcacak@gmail.com,Stoje Tosic 12A,,112
1024000242,Roda 450 MM Subotica,Functional,Operational,Shop,,,,roda450mmsubotica@gmail.com,Segedinski Put 92,,112
1024000243,Idea 344 Centar Tehnike Cacak,Functional,Operational,Shop,,,,idea344ctcacak@gmail.com,Brace Spasic bb,,112
1024000244,Idea 441 Zrenjanin,Functional,Operational,Shop,,,,idea441zrenjaninm@gmail.com,Zitni Trg 12-14,,112
1024000245,Avenija Mode Novi Sad,Functional,Operational,Shop,,,,avnovisad@gmail.com,Bulevar Oslobodjenja 102,,112
1024000246,Intersport Subotica,Functional,Operational,Shop,,,,intersubotica@gmail.com,Segedinski Put 92,,112
1024000247,Idea 432 SM Indjija,Functional,Operational,Shop,,,,indjija@gmail.com,Novosadska 12-16,,112
1024000248,Idea 405 SM Valjevo,Functional,Operational,Shop,,,,idea405smvaljevo@gmail.com,Karadjordjeva 62,,112
1024000249,Idea 429 SM Veliko Gradiste,Functional,Operational,Shop,,,,svelikogradiste@gmail.com,Zike Popovica 18A,,112
1024000250,Idea 455 SM Zemun 2,Functional,Operational,Shop,,,,idea455smzemun2@gmail.com,Batajnicki drum 11,,112
1024000251,Intersport Novi Sad,Functional,Operational,Shop,,,,intns@gmail.com,Bulevar Oslobodjenja 102,,112
1024000252,Idea 355 Centar Tehnike Senta,Functional,Operational,Shop,,,,idea355ctsenta@gmail.com,Jovana Djordjevica 11,,112
1024000253,Idea 394 SM Zemun 1,Functional,Operational,Shop,,,,idea394smzemun1@gmail.com,Glavna 11-15,,112
1024000254,Veleprodaja Pozarevac,Functional,Operational,Shop,,,,pozarevacv@gmail.com,Djure Djakovica bb,,112
1024000255,Idea 438 Lipar,Functional,Operational,Shop,,,,idea438mlipar@gmail.com,Marsala Tita bb,,112
1024000256,Idea 427 SM Zemun 3,Functional,Operational,Shop,,,,idea427smzemun3@gmail.com,Backa 11,,112
1024000257,Idea 389 Centar Tehnike Zajecar,Functional,Operational,Shop,,,,idea389ctzajecar@gmail.com,Krfska 18,,112
1024000258,Idea 400 SM Nis,Functional,Operational,Shop,,,,idea400smnis@gmail.com,Trg Kralja Milana 2,,112
1024000259,Idea 403 SM Vranje,Functional,Operational,Shop,,,,idea403smvranje@gmail.com,Kralja Stefana Prvovencanog 51,,112
1024000260,Idea 447 Mediana Nis,Functional,Operational,Shop,,,,Idea447mediananis@gmail.com,Blagoja Parovica 3,,112
1024000261,Idea 401 SM Premijum Beogradjanka,Functional,Operational,Shop,,,,idea401smpremijumbg@gmail.com,Masarikova 5,,112
1024000262,Idea 411 Centar Tehnike Jagodina,Functional,Operational,Shop,,,,idea411ctjagodina@gmail.com,Kneza Lazara 74,,112
1024000263,Idea 350 Centar Tehnike Sabac,Functional,Operational,Shop,,,,idea350ctsabac@gmail.com,Jovana Cvijica 1A,,112
1024000264,917 Veleprodaja Sremska Mitrovica,Functional,Operational,Shop,,,,917veleprodajasremskamitrovica@gmail.com,Jaracki Put bb,,112
1024000265,Roda 351 MM Krusevac,Functional,Operational,Shop,,,,roda351mmkrusevac@gmail.com,Blagoja Parovica 20,,112
1024000266,Intersport Krusevac,Functional,Operational,Shop,,,,ikrusevac@gmail.com,Blagoja Parovica 20,,112
1024000267,Posta MM Novi Sad,Functional,Operational,Shop,,,,postammnovisad@gmail.com,Temerinski Put 50,,112
1024000268,Roda VP 18532 Beograd Zmaj,Functional,Operational,Shop,,,,velepbg@gmail.com,Autoput 18,,112
1024000269,Restoran Novi Sad MC,Functional,Operational,Shop,,,,restoranns@gmail.com,Bulevar oslobodenja 102,,112
1024000270,Intersport Kragujevac,Functional,Operational,Shop,,,,intkg@gmail.com,Save Kovacevica 48A,,112
1024000271,Idea 342 Centar Tehnike Beograd,Functional,Operational,Shop,,,,idea342ctmcbg@gmail.com,Bulevar Umetnosti 4,,112
1024000272,Intersport Beograd 2,Functional,Operational,Shop,,,,intbeograd@gmail.com,Djorda Stanojevica 35,,112
1024000273,Modiana Sombor,Functional,Operational,Shop,,,,sombormodiana@gmail.com,Pariska 9,,112
1024000274,Modiana Sabac,Functional,Operational,Shop,,,,sabacmodiana@gmail.com,Jovana Cvijica 1a,,112
1024000275,Intersport Sombor,Functional,Operational,Shop,,,,somborint@gmail.com,Pariska 9,,112
1024000276,Beautique Novi Sad,Functional,Operational,Shop,,,,beautiquens@gmail.com,Bulevar Oslobodjenja 102,,112
1024000277,Beautique Sabac,Functional,Operational,Shop,,,,sabacbea@gmail.com,Jovana Cvijica 1a,,112
1024000278,Idea 413 Futog 2,Functional,Operational,Shop,,,,futog2@gmail.com,Cara Lazara 189,,112
1024000279,Idea 406 SM Kikinda,Functional,Operational,Shop,,,,idea406smkikinda@gmail.com,Trg Sprskih Dobrovoljaca 53,,112
1024000280,Idea 415 SM Mirijevo,Functional,Operational,Shop,,,,idea415mirijevo@gmail.com,Ulofa Palmea 1,,112
1024000281,Roda 407 MM Valjevo,Functional,Operational,Shop,,,,roda407mmvaljevo@gmail.com,Bulevar Palih Boraca 91-92 broj 1,,112
1024000282,Santana Bar MCBG,Functional,Operational,Shop,,,,santanamcbg@gmail.com,Bulevar Umetnosti 4,,112
1024000283,Intersport Beograd 1,Functional,Operational,Shop,,,,intmcbg@gmail.com,Bulevar umetnosti 4,,112
1024000284,Hipermarket 466 MC Novi Sad,Functional,Operational,Shop,,,,mp466@mercator.rs,Bulevar Oslobodjenja 102,,112
1024000285,Idea 418 Krusevac,Functional,Operational,Shop,,,,Idea418mkrusevac@gmail.com,Stevana Visokog 10,,112
1024000286,Modiana MCBG,Functional,Operational,Shop,,,,modmcbg@gmail.com,Bulevar Umetnosti 4,,112
1024000287,Intersport Vozdovac,Functional,Operational,Shop,,,,intvoz@gmail.com,Zaplanjska 32,,112
1024000288,Roda 417 MM Vozdovac,Functional,Operational,Shop,,,,roda417mmvozdovac@gmail.com,Zaplanjska 32,,112
1024000289,Idea 420 Kej,Functional,Operational,Shop,,,,Idea420mkej@gmail.com,Kej Zrtava Racije 6,,112
1024000290,Idea 446 Liman 1,Functional,Operational,Shop,,,,idea446liman1@gmail.com,Fruskogorska 21,,112
1024000291,Roda Megamarket 426 Pozarevac,Functional,Operational,Shop,,,,roda426ccpozarevac@gmail.com,Djure Djakovica bb,,112
1024000292,LDC 2,Functional,Operational,Shop,,,,ldc2@gmail.com,Kanalska 15,,112
1024000293,Idea 360 SM Liman,Functional,Operational,Shop,,,,idea360smliman@gmail.com,Narodnog Fronta 73B,,112
1024000294,Idea 424 Banovo Brdo,Functional,Operational,Shop,,,,Idea424banovobrdo@gmail.com,Blagoja Parovica 73,,112
1024000295,X716 Jysk Doboj,Functional,Operational,Shop,,,,X716JyskDoboj@serviceplus-it.com,Pijeskovi bb (TUS centar),,106
1024000296,0010 Deichmann Zenica,Functional,Operational,Shop,,,,0010deichmannzenica@gmail.com,Kamberovica polje bb,,108
1024000297,7807 - Women Secret Tuzla Mercator Center,Retired,Operational,Shop,+387 35 246-350;  +387 35 246-351,,,7807wsmctuzla@gmail.com,Korpusa Armije BiH bb,,107
1024000298,X715 Jysk Livno,Functional,Operational,Shop,,,,X715jysklivno@gmail.com,Industrijska zona - jug (pored Tehnostar-a),,106
1024000299,X714 Jysk Tuzla,Functional,Operational,Shop,,,,X714JyskTuzla@gmail.com,Krecanska bb,,106
1024000300,X704 Jysk Mostar,Functional,Operational,Shop,,,,X704JyskMostar@gmail.com,Bisce Polje bb,,106
1024000301,7711 - Springfield Delta City BG,Functional,Operational,Shop,011 / 228-16-39,,,7711spfdcbg@gmail.com,Jurija Gagarina 16,,107
1024000302,7793 - Springfield Jagodina,Functional,Operational,Shop,035 / 810-03-28; 035 / 810-03-29,065 / 898-78-34,,tien7793@spf.com,Stevana Ivanovica bb,,107
1024000303,7637 - Springfield Zadar Supernova,Functional,Operational,Shop,+385 23 234-048,,,7637spfzadar@gmail.com,"Ulica Akcije Maslenica 1, Supernova",,107
1024000304,0019 Deichmann Jagodina,Functional,Operational,Shop,035 / 815-04-21,,,0019deichmannjagodina@gmail.com,Stevana Ivanovica bb,,108
1024000305,5510 Takko Jagodina,Functional,Operational,Shop,035 / 810-04-35,,,5510takkojagodina@gmail.com,Stevana Ivanovica bb,,109
1024000306,RS0506 / W1B24091,Functional,Operational,Shop,013/416-010; 013/416-011; 013/416-012,,013/416-014,RS0506hmpancevo@gmail.com,Milosa Obrenovica 12,,115
1024000307,RS0508 / W1B33839,Functional,Operational,Shop,011/411-2620; 011/411-2621; 011/411-2622,,011/411-2624,RS0508hmknez@gmail.com,Kneza Mihaila 14-16,,115
1024000308,Sephora BG Delta City,Functional,Operational,Shop,011 / 312-95-35,,,sephora_deltacitybg@gmail.com,Jurija Gagarina 16,,117
1024000309,Sephora BG Usce,Functional,Operational,Shop,011 / 260-20-37,,,sephora_uscebg@gmail.com,Bulevar Mihajla Pupina 4,,117
1024000310,Idea 481 SM Vidikovac,Functional,Operational,Shop,,,,idea481smvidikovac@gmail.com,Vidikovacki Venac 102a,,112
1024000311,Hipermarket Novi Sad,Functional,Operational,Shop,,,,hipermarketnovisad@gmail.com,Bulevar oslobodenja 102,,112
1024000312,Idea 237 Borca,Functional,Operational,Shop,,,,idea237borca@gmail.com,Zrenjaniski put bb,,112
1024000313,Biro Servis,Functional,Operational,Shop,,,,biroservissp@gmail.com,Vinicki put 20,,132
1024000314,Peek & Cloppenburg d.o.o.,Functional,Operational,Shop,,,,sppeekncloppenburg@gmail.com,Ulica grada Vukovara 284,,120
1024000315,Metro Cash & Carry Zagreb,Functional,Operational,Shop,,,,spmetrocnccro@gmail.com,Jankomir 31,,118
1024000316,LPP CROATIA d.o.o.,Functional,Operational,Shop,,,,splppcroatia@gmail.com,Trsatska ulica 2c,,122
1024000317,NKD HQ,Functional,Operational,Shop,,,,spnkdmodahqcro@gmail.com,Zavrtnica 17,,121
1024000318,0032 Deichmann Ljubljana Rudnik,Functional,Operational,Shop,,,,0032deichmannljubljana@gmail.com,Jurckova cesta 223,,108
1024000319,C&A Moda Zagreb,Functional,Operational,Shop,,,,camodazagreb@gmail.com,Oreskoviceva 6H/1,,110
1024000320,IKEA Hrvatska HR021,Functional,Operational,Shop,,,,ikeacrosp@gmail.com,"Alfreda Nobela 2, Sop",,119
1024000321,Decathlon Zagreb d.o.o.,Functional,Operational,Shop,,,,decathlonzgcrosp@gmail.com,Ilica 1/A,,123
1024000322,ARCOTEL Allegra - Creative Business,Functional,Operational,Shop,,,,arcotelallegracreativebusinessspcro@gmail.com,Branimirova 29,,124
1024000323,Santana Bar Pozarevac,Functional,Operational,Shop,,,,santanabarpozarevac@gmail.com,Djure Djakovica bb,,112
1024000324,Idea 330 Zvezdara,Functional,Operational,Shop,,,,idea330zvezdara@gmail.com,Milana Rakica 80,,112
1024000325,"0008 Deichmann Citluk, Medjugorie",Functional,Operational,Shop,,,,0008deichmanncitlukmedjugorie@gmail.com,Tromeda bb,,108
1024000326,Metro Cash & Carry Zemun,Functional,Operational,Shop,,,,spmetrocncsrb@gmail.com,Autoput za Novi Sad 120,,118
1024000327,Online Shop Novi Sad MP 326,Functional,Operational,Shop,,,,onlineshopidea326@gmail.com,Temerinski Put 50,,112
1024000328,0009 Deichmann Skofja Loka,Functional,Operational,Shop,,,,0009deichmannskofjaloka@gmail.com,Grenc 56,,108
1024000329,0005 Deichmann Postojna,Functional,Operational,Shop,,,,0005deichmannpostojna@gmail.com,Reska Cesta 6,,108
1024000330,Posta MM Subotica,Functional,Operational,Shop,,,,postammsubotica@gmail.com,Segedinski put 92,,112
1024000331,P-015 Zagreb,Retired,Incident,Shop,,,,p015zg@gmail.com,Preradoviceva 39,,103
1024000332,P-020 Zagreb,Retired,Incident,Shop,,,,p020zg@gmail.com,Kaciceva 21,,103
1024000333,P-021 Zagreb,Functional,Operational,Shop,,,,p021zg@gmail.com,Milke Trnine 11a,,103
1024000334,P-024 Zagreb,Retired,Incident,Shop,,,,p024zg@gmail.com,Petrinjska 11,,103
1024000335,P-25 Gavrilovic,Functional,Operational,Shop,,,,p025zg@gmail.com,Vlaska 21 (stakl),,103
1024000336,P-026 Zagreb,Retired,Incident,Shop,,,,p026zg@gmail.com,Nova Ves 46,,103
1024000337,P-027 Zagreb,Retired,Incident,Shop,,,,p027zg@gmail.com,Jurisiceva 2a (stakl),,103
1024000338,P-028 Zagreb,Retired,Incident,Shop,,,,p028zg@gmail.com,Petrinjska 26a,,103
1024000339,P-29 Gavrilovic Zagreb,Functional,Operational,Shop,,,,p029zg@gmail.com,Trg Bana Jelacica 2,,103
1024000340,P-32 Gavrilovic Zagreb,Functional,Operational,Shop,,,,p032zg@gmail.com,Ilica 39,,103
1024000341,P-033 Zagreb,Retired,Incident,Shop,,,,p033zg@gmail.com,A. Hebranga 27,,103
1024000342,P-35 Gavrilovic Zagreb,Retired,Incident,Shop,,,,p035zg@gmail.com,Cirilometodska 8,,103
1024000343,P-043 Zagreb,Retired,Incident,Shop,,,,p043zg@gmail.com,Sibenska 1,,103
1024000344,P-065 Zagreb,Retired,Incident,Shop,,,,p065zg@gmail.com,Tresnjevacki Trg,,103
1024000345,P-067 Zagreb,Retired,Incident,Shop,,,,p067zg@gmail.com,Ljubljanica 29,,103
1024000346,P-095 Zagreb,Retired,Incident,Shop,,,,p095zg@gmail.com,Frane Petrica 7,,103
1024000347,P-111 Zagreb,Retired,Incident,Shop,,,,p111zg@gmail.com,Augusta Senoe 49,,103
1024000348,P-117 Zagreb,Retired,Incident,Shop,,,,p117zg@gmail.com,Zagrebacka 4c,,103
1024000349,P-143 Zagreb,Retired,Incident,Shop,,,,p143zg@gmail.com,Bastijanova bb,,103
1024000350,P-201 Gavrilovic Zagreb,Functional,Operational,Shop,,,,p201zg@gmail.com,Vlaska 76,P-201 Gavrilovic Zagreb,103
1024000351,P-202 Zagreb,Retired,Incident,Shop,,,,p202zg@gmail.com,Draskoviceva 76,,103
1024000352,P-204 Zagreb,Retired,Incident,Shop,,,,p204zg@gmail.com,Marticeva 14,,103
1024000353,P-207 Zagreb,Retired,Incident,Shop,,,,p207zg@gmail.com,Ul. Kneza Viseslava,,103
1024000354,P-208 Zagreb,Retired,Incident,Shop,,,,p208zg@gmail.com,Svearova 9,,103
1024000355,P-216 Zagreb,Retired,Incident,Shop,,,,p216zg@gmail.com,Draskoviceva 40,,103
1024000356,P-220 Zagreb Gavrilovic,Functional,Operational,Shop,,,,p220zg@gmail.com,Vlaska 126,,103
1024000357,P-222 Zagreb,Retired,Incident,Shop,,,,p222zg@gmail.com,Branimirova Trznica,,103
1024000358,P-233 Zagreb,Retired,Incident,Shop,,,,p233zg@gmail.com,Rudolfa Bicanica 10,,103
1024000359,P-234 Zagreb,Retired,Incident,Shop,,,,p234zg@gmail.com,Domagojeva 14,,103
1024000360,P-313 Zagreb,Retired,Incident,Shop,,,,p313zg@gmail.com,Masarykova 23,,103
1024000361,P-331 Zagreb,Retired,Incident,Shop,,,,p331zg@gmail.com,Crnomerec 3,,103
1024000362,P-337 Zagreb,Retired,Incident,Shop,,,,p337zg@gmail.com,Ul. Grada Vukovara 56,,103
1024000363,P-347 Zagreb,Retired,Incident,Shop,,,,p347zg@gmail.com,Trznica Vrapce,,103
1024000364,P-361 Zagreb,Retired,Incident,Shop,,,,p361zg@gmail.com,Trznica Volovcica,,103
1024000365,P-380 Zagreb,Retired,Incident,Shop,,,,p380zg@gmail.com,Donje Svetice 127,,103
1024000366,P-500 Zagreb Gavrilovic,Functional,Operational,Shop,,,,p500zg@gmail.com,Trg Bana Jelacica 4,,103
1024000367,P-505 Zagreb,Retired,Incident,Shop,,,,p505zg@gmail.com,Trznica Utrine,,103
1024000368,P-510 Zagreb,Retired,Incident,Shop,,,,p510zg@gmail.com,Jablanska 22,,103
1024000369,P-863 Rijeka,Retired,Incident,Shop,,,,p863rj@gmail.com,Centralni plac,,103
1024000370,P-865 Pula,Retired,Incident,Shop,,,,p865pu@gmail.com,Sergiajevaca 35,,103
1024000371,P-866 Pula,Retired,Incident,Shop,,,,p866pu@gmail.com,Zagrebacka 8,,103
1024000372,P-868 Rovinj,Retired,Incident,Shop,,,,p868ro@gmail.com,Garibaldijeva,,103
1024000373,P-869 Umag,Retired,Incident,Shop,,,,p869um@gmail.com,Ernesta Milosa 8c,,103
1024000374,P-901 Pazin,Retired,Incident,Shop,,,,p901pa@gmail.com,25. Rujna 38,,103
1024000375,P-903 Pazin,Retired,Incident,Shop,,,,p903pa@gmail.com,25. Rujna 2,,103
1024000376,P-904 Pazin,Retired,Incident,Shop,,,,p904pa@gmail.com,Stari trg 14,,103
1024000377,P-905 Pazin,Retired,Incident,Shop,,,,p905pa@gmail.com,Set. Pazinske Gimn. bb,,103
1024000378,P-906 Pazin,Retired,Incident,Shop,,,,p906pa@gmail.com,Istarskih Narodnjaka 6,,103
1024000379,P-908 Pazin,Retired,Incident,Shop,,,,p908pa@gmail.com,Stareh Kostanji bb,,103
1024000380,P-902 Zminj,Retired,Incident,Shop,,,,p902zm@gmail.com,Pazinska Cesta bb,,103
1024000381,P-913 Zminj,Retired,Incident,Shop,,,,p913zm@gmail.com,9. Rujan bb,,103
1024000382,P-909 Liznjan,Retired,Incident,Shop,,,,p909li@gmail.com,Liznjan 137A,,103
1024000383,P-912 Pula,Retired,Incident,Shop,,,,p912pu@gmail.com,Defranceschieva 35,,103
1024000384,P-942 Pula,Retired,Incident,Shop,,,,p942pu@gmail.com,Starih Statuta 9,,103
1024000385,P-943 Pula,Retired,Incident,Shop,,,,p943pu@gmail.com,Viteziceva 6,,103
1024000386,P-951 Pula,Retired,Incident,Shop,,,,p951pu@gmail.com,Narodni trg 9,,103
1024000387,P-952 Pula,Retired,Incident,Shop,,,,p952pu@gmail.com,Narodni trg 9,,103
1024000388,P-914 Rovinj,Retired,Incident,Shop,,,,p914ro@gmail.com,Fazanska 19b,,103
1024000389,P-915 Rovinj,Retired,Incident,Shop,,,,p915ro@gmail.com,Lacosercio 2A,,103
1024000390,P-916 Rovinj,Retired,Incident,Shop,,,,p916ro@gmail.com,Rovinjsko selo,,103
1024000391,P-917 Rovinj,Retired,Incident,Shop,,,,p917ro@gmail.com,Aldo Negri 1,,103
1024000392,P-945 Rijeka,Retired,Incident,Shop,,,,p945ri@gmail.com,Venuccijeve Stube 7,,103
1024000393,P-937 Buzet,Retired,Incident,Shop,,,,p937bu@gmail.com,Trg Fontana 8/2,,103
1024000394,P-935 Buzet,Retired,Incident,Shop,,,,p935bu@gmail.com,Trg Fontana 7,,103
1024000395,P-921 Porec,Retired,Incident,Shop,,,,p921po@gmail.com,Rocka 20,,103
1024000396,P-925 Porec,Retired,Incident,Shop,,,,p925po@gmail.com,Market Zelena Laguna,,103
1024000397,P-918 Vrsar,Retired,Incident,Shop,,,,p918vr@gmail.com,Obala M. Tita 10,,103
1024000398,P-919 Funtana,Retired,Incident,Shop,,,,p919fu@gmail.com,Ribarska Ulica 11,,103
1024000399,P-922 Novigrad,Retired,Incident,Shop,,,,p922ng@gmail.com,Eugena Kumicica 14,,103
1024000400,P-927 Nedescina,Retired,Incident,Shop,,,,p927ne@gmail.com,Plac bb,,103
1024000401,P-931 Sv.Petar u Sumi,Retired,Incident,Shop,,,,p931svps@gmail.com,Dajcici BB,,103
1024000402,P-932 Gracisce,Retired,Incident,Shop,,,,p932gr@gmail.com,Gracisce 82A,,103
1024000403,P-933 Lupoglav,Retired,Incident,Shop,,,,p933lu@gmail.com,Lupoglav 17,,103
1024000404,P-934 Roc,Retired,Incident,Shop,,,,p934ro@gmail.com,Roc bb,,103
1024000405,P-936 Cerovlje,Retired,Incident,Shop,,,,p936ce@gmail.com,Dom Josipa Dausa 6,,103
1024000406,P-938 Buje,Retired,Incident,Shop,,,,p938bu@gmail.com,Digitronska 7,,103
1024000407,P-939 Visnjan,Retired,Incident,Shop,,,,p939vi@gmail.com,Istarska 5,,103
1024000408,P-941 Brtonigla,Retired,Incident,Shop,,,,p941br@gmail.com,Bunarska 2,,103
1024000409,P-946 Rupa,Retired,Incident,Shop,,,,p946ru@gmail.com,Rupa 4,,103
1024000410,P-947 Jusici,Retired,Incident,Shop,,,,p947ju@gmail.com,Jusici 14D,,103
1024000411,Idea 281 Online Shop Beograd,Functional,Operational,Shop,,,,idea281onlinebg@gmail.com,Bul.Umetnosti 4,,112
1024000412,0013 Deichmann Ljubljana,Retired,Incident,Shop,,,,0013deichmannljubljana@gmail.com,Smartinska cesta 152g,,108
1024000413,0001 Deichmann Velenje,Functional,Operational,Shop,,,,0001deichmannvelenje@gmail.com,Partizanska cesta 10a,,108
1024000414,OVS maloprodaja d.o.o.,Functional,Operational,Shop,,,,ovszg_sp@gmail.com,Radnicka cesta 80,,125
1024000415,PAN-PEK d.o.o.,Functional,Operational,Shop,,,,panpekzg_sp@gmail.com,Planinska ulica 2C,,131
1024000416,Idea 238 Novi Sad,Functional,Operational,Shop,,,,idea238novisad@gmail.com,Branka Bajica 9,,112
1024000417,Santana Bar 4,Functional,Operational,Shop,,,,santanabarborca@gmail.com,Zrenjaninski put bb,,112
1024000418,Idea 332 Cuprija,Functional,Operational,Shop,,,,idea332cuprija@gmail.com,Kneza Milosa 23,,112
1024000419,Idea 321 Beograd,Functional,Operational,Shop,,,,idea321beograd@gmail.com,Dimitrija Tucovica 66,,112
1024000420,Idea 328 Subotica,Functional,Operational,Shop,,,,idea328subotica@gmail.com,Vase Stajica 11,,112
1024000421,Sava Coop Veleprodaja,Functional,Operational,Shop,021 / 443 - 217,,,savacoopdoo@gmail.com,Teodora Mandica 9,,127
1024000422,Sava Coop Cardak 1,Functional,Operational,Shop,021/6339-936,,,cardak1@gmail.com,Partizanska 44,,127
